custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,source_dir
688022_1206456541_glm4_dewrap_join_chunk_0007,688022,瀚川智能,1206456541,7,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7255,6926,3982,3982,18,3982,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0008,688022,瀚川智能,1206456541,8,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6600,6041,3948,3948,18,3948,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0009,688022,瀚川智能,1206456541,9,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6472,6061,3964,3964,18,3964,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0010,688022,瀚川智能,1206456541,10,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6159,5572,3957,3957,18,3957,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0011,688022,瀚川智能,1206456541,11,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6373,5673,3997,3997,18,3997,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0012,688022,瀚川智能,1206456541,12,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6275,5358,3999,3999,18,3999,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0013,688022,瀚川智能,1206456541,13,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6457,6026,3851,3851,18,3851,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0014,688022,瀚川智能,1206456541,14,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6123,5511,3975,3975,18,3975,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0015,688022,瀚川智能,1206456541,15,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6654,6382,3986,3986,18,3986,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0016,688022,瀚川智能,1206456541,16,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6929,6598,3970,3970,18,3970,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0017,688022,瀚川智能,1206456541,17,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7729,7267,3988,3988,18,3988,glm4_dewrap_join_first_batch25_20260706
688022_1206456541_glm4_dewrap_join_chunk_0018,688022,瀚川智能,1206456541,18,18,results/glm4_dewrap_join_first_batch25_20260706/chunks/688022_1206456541_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,2129,1975,1260,1260,18,1260,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0001,688033,天宜上佳,1206456407,1,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6450,5978,3989,3989,27,3989,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0002,688033,天宜上佳,1206456407,2,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6461,5962,3978,3978,27,3978,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0003,688033,天宜上佳,1206456407,3,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6319,5923,3825,3825,27,3825,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0004,688033,天宜上佳,1206456407,4,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6547,6077,3852,3852,27,3852,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0005,688033,天宜上佳,1206456407,5,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7356,6901,3969,3969,27,3969,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0006,688033,天宜上佳,1206456407,6,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6145,5828,3713,3713,27,3713,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0007,688033,天宜上佳,1206456407,7,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6379,5964,3892,3892,27,3892,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0008,688033,天宜上佳,1206456407,8,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6572,6007,3979,3979,27,3979,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0009,688033,天宜上佳,1206456407,9,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6622,6216,3967,3967,27,3967,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0010,688033,天宜上佳,1206456407,10,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7140,6824,3991,3991,27,3991,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0011,688033,天宜上佳,1206456407,11,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6406,5892,3935,3935,27,3935,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0012,688033,天宜上佳,1206456407,12,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6484,6000,3880,3880,27,3880,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0013,688033,天宜上佳,1206456407,13,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5801,5188,3756,3756,27,3756,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0014,688033,天宜上佳,1206456407,14,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6259,5566,3991,3991,27,3991,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0015,688033,天宜上佳,1206456407,15,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6355,5870,3984,3984,27,3984,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0016,688033,天宜上佳,1206456407,16,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6393,5860,3994,3994,27,3994,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0017,688033,天宜上佳,1206456407,17,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5662,4862,3797,3797,27,3797,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0018,688033,天宜上佳,1206456407,18,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5802,4892,3981,3981,27,3981,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0019,688033,天宜上佳,1206456407,19,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5176,4595,3453,3453,27,3453,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0020,688033,天宜上佳,1206456407,20,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0020.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6425,5906,3976,3976,27,3976,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0021,688033,天宜上佳,1206456407,21,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0021.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6768,6314,3966,3966,27,3966,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0022,688033,天宜上佳,1206456407,22,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0022.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6624,6120,3984,3984,27,3984,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0023,688033,天宜上佳,1206456407,23,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0023.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5833,5278,3944,3944,27,3944,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0024,688033,天宜上佳,1206456407,24,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0024.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6624,6262,3979,3979,27,3979,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0025,688033,天宜上佳,1206456407,25,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0025.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7015,6511,3982,3982,27,3982,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0026,688033,天宜上佳,1206456407,26,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0026.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6738,6281,3995,3995,27,3995,glm4_dewrap_join_first_batch25_20260706
688033_1206456407_glm4_dewrap_join_chunk_0027,688033,天宜上佳,1206456407,27,27,results/glm4_dewrap_join_first_batch25_20260706/chunks/688033_1206456407_glm4_dewrap_join_chunk_0027.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,4998,4688,2949,2949,27,2949,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0001,688122,西部超导,1206452543,1,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6668,6321,3953,3953,17,3953,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0002,688122,西部超导,1206452543,2,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6688,6139,3974,3974,17,3974,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0003,688122,西部超导,1206452543,3,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6258,5753,3872,3872,17,3872,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0004,688122,西部超导,1206452543,4,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6518,6134,3987,3987,17,3987,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0005,688122,西部超导,1206452543,5,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6798,6533,3997,3997,17,3997,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0006,688122,西部超导,1206452543,6,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6659,6062,3988,3988,17,3988,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0007,688122,西部超导,1206452543,7,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6802,6458,3967,3967,17,3967,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0008,688122,西部超导,1206452543,8,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7104,6803,3980,3980,17,3980,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0009,688122,西部超导,1206452543,9,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6835,6431,3977,3977,17,3977,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0010,688122,西部超导,1206452543,10,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6561,5943,3989,3989,17,3989,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0011,688122,西部超导,1206452543,11,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5650,5129,3420,3420,17,3420,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0012,688122,西部超导,1206452543,12,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6423,5614,3993,3993,17,3993,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0013,688122,西部超导,1206452543,13,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6180,5638,3997,3997,17,3997,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0014,688122,西部超导,1206452543,14,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6003,5311,3980,3980,17,3980,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0015,688122,西部超导,1206452543,15,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5919,5384,3784,3784,17,3784,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0016,688122,西部超导,1206452543,16,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6247,5690,3939,3939,17,3939,glm4_dewrap_join_first_batch25_20260706
688122_1206452543_glm4_dewrap_join_chunk_0017,688122,西部超导,1206452543,17,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688122_1206452543_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,821,797,443,443,17,443,glm4_dewrap_join_first_batch25_20260706
688188_1206491567_glm4_dewrap_join_chunk_0001,688188,柏楚电子,1206491567,1,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7073,6603,3978,3978,18,3978,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0002,688188,柏楚电子,1206491567,2,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7158,6684,3989,3989,18,3989,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0003,688188,柏楚电子,1206491567,3,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7396,7014,3984,3984,18,3984,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0004,688188,柏楚电子,1206491567,4,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6879,6464,3817,3817,18,3817,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0005,688188,柏楚电子,1206491567,5,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6906,6581,3848,3848,18,3848,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0006,688188,柏楚电子,1206491567,6,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6372,5790,3963,3963,18,3963,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0007,688188,柏楚电子,1206491567,7,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6466,5806,3982,3982,18,3982,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0008,688188,柏楚电子,1206491567,8,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6626,6005,3990,3990,18,3990,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0009,688188,柏楚电子,1206491567,9,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6434,5919,3908,3908,18,3908,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0010,688188,柏楚电子,1206491567,10,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5812,5024,3910,3910,18,3910,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0011,688188,柏楚电子,1206491567,11,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5481,4941,3506,3506,18,3506,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0012,688188,柏楚电子,1206491567,12,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6634,6158,3981,3981,18,3981,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0013,688188,柏楚电子,1206491567,13,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6861,6380,3928,3928,18,3928,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0014,688188,柏楚电子,1206491567,14,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6550,6037,3852,3852,18,3852,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0015,688188,柏楚电子,1206491567,15,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6881,6478,3972,3972,18,3972,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0016,688188,柏楚电子,1206491567,16,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7096,6666,3958,3958,18,3958,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0017,688188,柏楚电子,1206491567,17,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7042,6619,3990,3990,18,3990,glm4_dewrap_join_full543_20260705
688188_1206491567_glm4_dewrap_join_chunk_0018,688188,柏楚电子,1206491567,18,18,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688188_1206491567_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5839,5467,3313,3313,18,3313,glm4_dewrap_join_full543_20260705
688116_1206936843_glm4_dewrap_join_chunk_0001,688116,天奈科技,1206936843,1,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6587,6165,3992,3992,14,3992,glm4_dewrap_join_full543_20260705
688116_1206936843_glm4_dewrap_join_chunk_0002,688116,天奈科技,1206936843,2,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6850,6342,3991,3991,14,3991,glm4_dewrap_join_full543_20260705
688116_1206936843_glm4_dewrap_join_chunk_0003,688116,天奈科技,1206936843,3,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6838,6386,3998,3998,14,3998,glm4_dewrap_join_full543_20260705
688116_1206936843_glm4_dewrap_join_chunk_0004,688116,天奈科技,1206936843,4,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6911,6475,3987,3987,14,3987,glm4_dewrap_join_full543_20260705
688116_1206936843_glm4_dewrap_join_chunk_0005,688116,天奈科技,1206936843,5,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7003,6708,3976,3976,14,3976,glm4_dewrap_join_full543_20260705
688116_1206936843_glm4_dewrap_join_chunk_0006,688116,天奈科技,1206936843,6,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6656,6203,3999,3999,14,3999,glm4_dewrap_join_full543_20260705
688116_1206936843_glm4_dewrap_join_chunk_0007,688116,天奈科技,1206936843,7,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6102,5596,3772,3772,14,3772,glm4_dewrap_join_full543_20260705
688116_1206936843_glm4_dewrap_join_chunk_0008,688116,天奈科技,1206936843,8,14,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688116_1206936843_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5808,5052,3804,3804,14,3804,glm4_dewrap_join_full543_20260705
