sec_code,sec_name,announcement_id,announcement_title,announcement_date,doc_type,pdf_url,download_status,pdf_file,txt_file,section_status,section_file,section_start_char,section_end_char,full_text_chars,tech_text_chars,tech_text_compact_chars,chunk_count,source_run_name,section_extraction_method,ocr_pdf_start_page,ocr_pdf_end_page,ocr_dpi,source_chunk_count,token_mode,max_units,tech_text_token_proxy,chunk_count_token_proxy,source_section_file,normalization_mode,tokenizer,max_tokens,tech_text_glm4_tokens,lnN_tech_glm4,year,source_dir
688358,祥生医疗,1207116567,首次公开发行股票并在科创板上市招股说明书,2019-11-27,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-11-27/1207116567.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-11-27_688358_祥生医疗_1207116567_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-11-27_688358_祥生医疗_1207116567_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688358_1207116567_business_technology.txt,74031.0,187440.0,613052,103691,94547,17,star_token_proxy_150_20260630,,,,,13.0,glm4_dewrap_join,4000.0,61677,13.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688358_1207116567_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,61677,11.029666368922044,2019.0,glm4_dewrap_join_full543_20260705
688357,建龙微纳,1207119374,首次公开发行股票并在科创板上市招股说明书,2019-11-28,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-11-28/1207119374.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-11-28_688357_建龙微纳_1207119374_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-11-28_688357_建龙微纳_1207119374_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688357_1207119374_business_technology.txt,83898.0,198967.0,711881,104800,94260,17,star_token_proxy_150_20260630,,,,,13.0,glm4_dewrap_join,4000.0,65815,13.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688357_1207119374_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,65815,11.094603054859508,2019.0,glm4_dewrap_join_full543_20260705
688399,硕世生物,1207122312,首次公开发行股票并在科创板上市招股说明书,2019-11-29,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-11-29/1207122312.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-11-29_688399_硕世生物_1207122312_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-11-29_688399_硕世生物_1207122312_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688399_1207122312_business_technology.txt,115484.0,278343.0,791433,146891,134894,23,star_token_proxy_150_20260630,,,,,18.0,glm4_dewrap_join,4000.0,87773,18.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688399_1207122312_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,87773,11.382509215245852,2019.0,glm4_dewrap_join_full543_20260705
688198,佰仁医疗,1207130602,首次公开发行股票并在科创板上市招股说明书,2019-12-03,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-12-03/1207130602.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-12-03_688198_佰仁医疗_1207130602_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-12-03_688198_佰仁医疗_1207130602_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688198_1207130602_business_technology.txt,84590.0,226804.0,690034,130074,120656,21,star_token_proxy_150_20260630,,,,,17.0,glm4_dewrap_join,4000.0,79249,17.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688198_1207130602_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,79249,11.280350073363383,2019.0,glm4_dewrap_join_full543_20260705
688258,卓易信息,1207126567,首次公开发行股票并在科创板上市招股说明书,2019-12-02,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-12-02/1207126567.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-12-02_688258_卓易信息_1207126567_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-12-02_688258_卓易信息_1207126567_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688258_1207126567_business_technology.txt,80122.0,203620.0,765037,112162,99923,18,star_token_proxy_150_20260630,,,,,14.0,glm4_dewrap_join,4000.0,68460,14.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688258_1207126567_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,68460,11.134004912084176,2019.0,glm4_dewrap_join_full543_20260705
688039,当虹科技,1207141672,首次公开发行股票并在科创板上市招股说明书,2019-12-06,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-12-06/1207141672.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-12-06_688039_当虹科技_1207141672_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-12-06_688039_当虹科技_1207141672_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688039_1207141672_business_technology.txt,117911.0,223090.0,680627,97207,90095,15,star_token_proxy_150_20260630,,,,,12.0,glm4_dewrap_join,4000.0,56463,12.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688039_1207141672_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,56463,10.941340835358671,2019.0,glm4_dewrap_join_full543_20260705
688037,芯源微,1207150125,首次公开发行股票并在科创板上市招股说明书,2019-12-10,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-12-10/1207150125.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-12-10_688037_芯源微_1207150125_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-12-10_688037_芯源微_1207150125_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688037_1207150125_business_technology.txt,92259.0,178365.0,580463,78298,71361,13,star_token_proxy_150_20260630,,,,,10.0,glm4_dewrap_join,4000.0,47658,10.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688037_1207150125_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,47658,10.771805785861186,2019.0,glm4_dewrap_join_full543_20260705
688089,嘉必优,1207165961,首次公开发行股票并在科创板上市招股说明书,2019-12-16,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-12-16/1207165961.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-12-16_688089_嘉必优_1207165961_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-12-16_688089_嘉必优_1207165961_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688089_1207165961_business_technology.txt,96932.0,212874.0,713615,105583,97145,16,star_token_proxy_150_20260630,,,,,13.0,glm4_dewrap_join,4000.0,62305,13.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688089_1207165961_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,62305,11.039796958376968,2019.0,glm4_dewrap_join_full543_20260705
688268,华特气体,1207147509,首次公开发行股票并在科创板上市招股意向书,2019-12-09,intention_prospectus,https://static.cninfo.com.cn/finalpage/2019-12-09/1207147509.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-12-09_688268_华特气体_1207147509_首次公开发行股票并在科创板上市招股意向书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-12-09_688268_华特气体_1207147509_首次公开发行股票并在科创板上市招股意向书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688268_1207147509_business_technology.txt,85106.0,218135.0,843082,121398,108242,21,star_token_proxy_150_20260630,,,,,15.0,glm4_dewrap_join,4000.0,77328,15.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688268_1207147509_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,77328,11.255811394084866,2019.0,glm4_dewrap_join_full543_20260705
688181,八亿时空,1207208602,首次公开发行股票并在科创板上市招股说明书,2019-12-31,final_prospectus,https://static.cninfo.com.cn/finalpage/2019-12-31/1207208602.PDF,ok,data/raw/cninfo_ipo_prospectus_star_20260628/raw_pdf/2019-12-31_688181_八亿时空_1207208602_首次公开发行股票并在科创板上市招股说明书.pdf,data/raw/cninfo_ipo_prospectus_star_20260628/text/2019-12-31_688181_八亿时空_1207208602_首次公开发行股票并在科创板上市招股说明书.txt,ok,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/business_technology_text/688181_1207208602_business_technology.txt,83202.0,200275.0,704657,106473,97745,17,star_token_proxy_150_20260630,,,,,13.0,glm4_dewrap_join,4000.0,64303,13.0,results/star_token_proxy_250_late50_20260702/business_technology_text/688181_1207208602_business_technology.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,64303,11.07136156543594,2019.0,glm4_dewrap_join_full543_20260705
