custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,source_dir,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,source_shard
688001_1206416030_glm4_dewrap_join_chunk_0001,688001,华兴源创,1206416030,1,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6912,6500,3983,3983,17,3983,glm4_dewrap_join_first_batch25_20260706,376,377,"公司是国内领先的检测设备与整线检测系统解决方案提供商，主要从事平板显示及集成电路的检测设备研发、生产和销售，产品应用于LCD与OLED平板显示、集成电路、汽车电子等行业。公司具备在信号和图像算法领域的多项自主研发核心技术成果，在各类数字及模拟信号高速检测板卡、基于平板显示检测的机器视觉图像算法等方面具备较强竞争优势。公司主要产品包括检测设备（如平板显示检测设备、集成电路测试设备）和检测治具，其中柔性OLED Mura修复设备Mura补偿通过率在98%左右。公司采用订单式生产模式，按客户需求进行定制化开发，检测设备类产品软硬件均为自主研发。公司建立了完善的采购、生产、销售和研发管理制度，研发投入占营业收入比例较高，2018年研发投入达13,851.83万元。报告期内，公司主营业务收入按业务类别划分，检测设备收入占比最高，2018年达53.21%。",188,60,60,0,12,15,18,8,5,2,7,0.1166666666666666,6,-1,1.75,,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0002,688001,华兴源创,1206416030,2,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7159,6640,3998,3998,17,3998,glm4_dewrap_join_first_batch25_20260706,165,165,公司所处的集成电路专用设备行业主管部门为国家工业和信息化部，行业自律组织包括中国半导体行业协会、中国电子专用设备工业协会等。国家通过多项产业政策支持集成电路产业发展，如《中国制造2025》将集成电路及专用装备列为重点发展领域，并出台财税、投融资等优惠政策。这些政策为公司创造了良好的经营环境，促进了本土集成电路专用设备行业的发展。,83,42,42,0,15,18,5,3,1,0,1,0.0238095238095238,3,2,0.9761904761904762,,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0003,688001,华兴源创,1206416030,3,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6992,6483,3996,3996,17,3996,glm4_dewrap_join_first_batch25_20260706,322,322,公司是国内领先的检测设备与整线检测系统解决方案提供商，主要从事平板显示及集成电路的检测设备研发、生产和销售。公司平板显示检测设备覆盖触控、显示、光学等多领域，与平板显示器件的更新迭代相匹配，包括用于TFT-LCD测试的H8、H7、H10A、H10B等显示检测设备，用于TFT-LCD老化测试的AgingBox、H9R等老化检测设备，用于TFT-LCD触控屏检测的H8+、TP1、TP2、TSP等触控检测设备，用于TFT-LCD闪烁度检测的C3、C31、C32、C32B等光学检测设备，以及用于TFT-LCD自动化检测的i2000、Z6000-XM、ET-SHTM、ET-SHTM-2等自动化检测设备。公司已成为国内外许多知名企业优质的合作伙伴。,161,54,54,0,28,16,5,3,2,0,2,0.037037037037037,4,2,0.7962962962962963,,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0004,688001,华兴源创,1206416030,4,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7168,6718,3996,3996,17,3996,glm4_dewrap_join_first_batch25_20260706,401,402,发行人显示检测设备精度更高，如C33光学检测设备亮度测量0.001cd/m2时测色精度达0.005。公司自动化检测设备节拍时间达3.5-5.5秒，具备转盘式检测单元。发行人覆盖LCD和OLED显示、触控、光学等检测技术，产品覆盖半自动及全自动化检测，获得苹果、三星等知名企业认可。公司2017年量产交付OLED自动化检测设备，2018年量产交付OLED屏幕Mura补偿设备。在集成电路测试领域，公司研发的超大规模数模混合芯片测试机平台，每个引脚矢量存储深度达512M，数据速率达200MHZ，部分性能指标已达到或超过泰瑞达等国际领先企业。公司CIS芯片测试机已交付下游封测工厂及知名CIS芯片厂商进行量产验证。公司委托苏州市产品质量监督检验院对产品进行性能参数见证，实测值在MIPI D-phy图像采集、数字仪器、数据速率三项指标方面均已达到上述指标。公司主要竞争对手包括精测电子、泰瑞达、爱德万测试等。,201,62,62,0,10,15,12,10,10,5,15,0.2419354838709677,7,-8,2.161290322580645,,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0005,688001,华兴源创,1206416030,5,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7012,6625,3799,3799,17,3799,glm4_dewrap_join_first_batch25_20260706,276,276,公司专注于平板显示检测和集成电路专用设备领域，具备技术研发优势，研发人员占比超40%，2018年研发费用占营收13.78%，在信号和图像算法领域拥有多项核心技术，打破了国外在LCD与柔性OLED触控检测上的长期垄断。公司拥有品牌声誉优势，与苹果、三星、LG等知名企业保持长期合作，并提供多元化的完整测试解决方案。公司管理团队核心成员具备专业背景和丰富经验，能够制定符合公司发展的战略规划。公司存在产能规模较小和融资渠道单一等竞争劣势，但通过上市募资将提升资金实力，扩大行业影响力。公司与同行业可比公司精测电子相比，近年来业务快速发展，盈利能力不断增强。,138,62,62,0,15,18,12,8,6,3,9,0.1451612903225806,6,-3,1.6935483870967742,,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0006,688001,华兴源创,1206416030,6,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7019,6554,3940,3940,17,3940,glm4_dewrap_join_first_batch25_20260706,366,366,公司为全球领先的芯片制造商和OSAT提供模块化测试器架构，扩大现场数量并降低测试成本。公司与国际知名平板厂商三星、夏普、LG、京东方、JDI等建立了长期稳定的合作关系。公司与国际顶级消费电子品牌商苹果公司保持了长期良好的合作关系，2013年成为其合格供应商。报告期内，公司主营业务收入主要来自检测设备和检测治具，其中检测设备占比最高。公司平板显示检测设备主要应用于消费电子领域的手机屏幕相关的显示检测、触控检测、光学检测等。2017年公司销售收入大幅增长主要系因主要客户产品升级带来的正常订单需求变动。公司已成功研发出针对OLED平板显示器的检测设备及配套产品，并获得了苹果公司认可。公司研发的超大规模数模混合芯片测试机平台可对应不同领域的测试，目前CIS芯片测试机已经在全球出货量排名前几的厂商和国内知名的封装测试厂现场应用验证。,183,62,62,0,12,15,18,10,5,2,7,0.1129032258064516,6,-1,1.7903225806451613,,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0007,688001,华兴源创,1206416030,7,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6900,6435,3991,3991,17,3991,glm4_dewrap_join_first_batch25_20260706,216,216,报告期内，公司前五大客户包括越南三星、苹果公司、LG集团、京东方集团等，合计贡献收入占比29.96%至83.39%。公司与苹果公司自2013年建立合作关系，为其提供历代手机屏幕检测设备，2016-2018年苹果公司及其指定第三方向公司采购合计占收入36.72%至45.73%。公司检测设备具有非标准、定制化特点，在客户新产品研发阶段即介入开发。公司通过长期合作、技术实力和综合服务能力，获得了苹果公司等优质客户的认可，合作关系稳定。,108,54,54,0,0,0,0,12,18,24,42,0.7777777777777778,6,-36,4.222222222222222,,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0008,688001,华兴源创,1206416030,8,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7500,7155,3994,3994,17,3994,glm4_dewrap_join_first_batch25_20260706,301,301,报告期内，公司对苹果公司及其产业链厂商的销售收入占比较高，2016年至2018年合计占比分别为75.13%、91.94%和66.52%。公司是苹果公司指定的手机屏幕检测设备供应商，自2013年成为苹果公司合格供应商后，持续为其提供定制化检测产品。公司具备为市场上最优秀客户提供检测服务的能力，近年来持续开拓苹果公司之外的境内外客户，并取得了一定成效。公司积极布局集成电路测试领域，2017年初成立集成电路事业部，目前集成电路领域相关检测业务已成为公司业务结构的重要组成部分，预计未来对集成电路领域客户的销售将大幅增加。苹果公司经营业绩波动对发行人业务的稳定性和持续性以及持续经营能力未产生重大不利影响。,151,62,62,0,10,15,12,10,10,5,15,0.2419354838709677,6,-9,2.161290322580645,,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0009,688001,华兴源创,1206416030,9,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6633,6012,3972,3972,17,3972,glm4_dewrap_join_first_batch25_20260706,323,323,"公司产品主要应用于消费电子产品的检测，消费电子行业形成了成熟的产业链分工模式。报告期内，公司生产和测试部门基本处于满负荷状态，2018年检测设备产量13,085台，销量13,513台，产销率103.27%，平均售价3.96万元；检测治具产量1,191,057台，销量1,178,247台，产销率98.92%，平均售价329.35元。公司原材料主要包括电气部品、电子部品、机械部品和加工部品，2018年采购总额46,695.22万元，其中电子部品占比42.44%。公司不存在向单个原材料供应商的采购比例超过总额50%或严重依赖于少数供应商的情形。报告期内，公司外销收入、出口报关单金额及免抵退申报表金额保持一致，严格履行出口报关程序，依法缴纳税款。",162,62,62,0,15,25,12,7,2,1,3,0.0483870967741935,5,2,1.3387096774193548,,siliconflow_glm4_32b_table2_next50_shard1_20260707
688001_1206416030_glm4_dewrap_join_chunk_0010,688001,华兴源创,1206416030,10,17,results/glm4_dewrap_join_first_batch25_20260706/chunks/688001_1206416030_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6090,5292,3978,3978,17,3978,glm4_dewrap_join_first_batch25_20260706,308,308,发行人前五大供应商占采购总额比例在2018年为42.60%，2017年为62.21%，2016年为63.27%。主要供应商包括奥特斯（中国）有限公司、得捷电子（上海）有限公司、泰科集团、苏州普洛泰科精密工业有限公司、安富利集团等。发行人与主要供应商不存在关联关系或其他利益安排。发行人在原材料供应商的选择过程中，选择不低于2家的原材料供应商进行询价，通过比价、议价程序后确定最终交易价格。同时每年第四季度会与主要供应商进行集中采购价格谈判。报告期发行人主要采购原材料为电气部品、电子部品及机械部品，前十大供应商采购金额合计占采购总额比例在2018年为53.63%，2017年为70.36%，2016年为53.12%。,154,62,62,0,15,20,12,8,5,2,7,0.1129032258064516,6,-1,1.5806451612903225,,siliconflow_glm4_32b_table2_next50_shard1_20260707
